kategory,kelas,cover_buku,judul_bab,subjudul_bab,abstrak,use_case,materi,soal,link
SD,1,Matematika untuk SD/MI Kelas I,Bab 4: Bentuk Bangun,"['Mengenal Bentuk Bangun', 'Mengelompokkan Bangun', 'Menyusun dan Mengurai Bangun']","Bab ini berfokus pada identifikasi berbagai bentuk bangun ruang dasar (seperti kubus, balok, bola, dan tabung) di lingkungan sekitar, serta melatih kemampuan visual-spasial siswa dalam menyusun dan mengelompokkan bangun.","['Menjadi detektif bangun dengan mencari benda-benda di dalam kelas yang berbentuk kotak, tabung, atau bola.']","['Identifikasi Bentuk: Mengenal ciri fisik benda (permukaan datar vs lengkung).', 'Klasifikasi: Mengelompokkan benda berdasarkan kemiripan bentuk (misal: kaleng dan pipa sebagai tabung).', 'Konstruksi: Belajar cara menumpuk atau menyusun beberapa bangun m']","['Benda di bawah ini yang memiliki bentuk seperti bola adalah...', 'a. Kotak pensil', 'b. Kelereng', 'c. Buku tulis', 'd. Penghapus', 'Kaleng susu dan pipa air memiliki bentuk yang sama, yaitu...', 'a. Bola', 'b. Kotak', 'c. Tabung', 'd. Kerucut', 'Manakah benda di bawah ini yang memiliki bentuk kotak?', 'a. Semangka', 'b. Dadu', 'c. Botol minum', 'd. Telur']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-I 
SD,1,Matematika untuk SD/MI Kelas I,Bab 5: Ayo Membilang sampai dengan 20,"['Menghitung, Membaca, dan Menulis Bilangan 11-20', 'Menghitung Kumpulan Benda', 'Nilai Tempat (Puluhan dan Satuan)']","Bab ini berfokus pada perluasan jangkauan bilangan hingga angka 20, memperkenalkan konsep nilai tempat (puluhan dan satuan), serta melatih ketelitian dalam menghitung kumpulan benda dalam jumlah yang lebih besar.",['Menghitung jumlah pensil warna dalam kotak atau menghitung jumlah telur di dalam rak isi 20.'],"['Pengenalan Angka 11-20: Mengenal lambang dan nama bilangan belasan.', 'Nilai Tempat: Memahami bahwa angka 15 terdiri dari 1 puluhan dan 5 satuan.', 'Komposisi Bilangan: Belajar bahwa 10 dan 4 menjadi 14.']","[""Lambang bilangan dari 'lima belas' adalah..."", 'a. 10', 'b. 15', 'c. 51', 'd. 25', 'Angka 17 terdiri dari...', 'a. 1 puluhan dan 7 satuan', 'b. 7 puluhan dan 1 satuan', 'c. 10 puluhan dan 7 satuan', 'd. 1 satuan dan 7 satuan', 'Bilangan yang terletak tepat di antara 12 dan 14 adalah...', 'a. 11', 'b. 13', 'c. 15', 'd. 16']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-I 
SD,1,Matematika untuk SD/MI Kelas I,Bab 6: Penjumlahan dan Pengurangan sampai dengan 20,"['Penjumlahan Bilangan di atas 10', 'Pengurangan Bilangan di atas 10', 'Soal Cerita Operasi Hitung']",Bab ini berfokus pada pengembangan kemampuan operasi hitung penjumlahan dan pengurangan yang melibatkan bilangan belasan (hasil maksimal 20) menggunakan berbagai strategi hitung.,['Menghitung total permen setelah diberi teman saat permen awal sudah berjumlah 12 biji.'],"['Strategi Simpan di Kepala: Menjumlahkan angka besar dengan meneruskan hitungan.', 'Strategi Membuat Sepuluh: Memudahkan hitungan dengan melengkapi angka menjadi 10 terlebih dahulu.', 'Operasi Campuran: Menyelesaikan masalah sehari-hari yang melibatkan p']","['Hasil dari 12+5=...', 'a. 15', 'b. 16', 'c. 17', 'd. 18', 'Ibu membuat 15 kue, dimakan adik 4 kue. Sisa kue adalah...', 'a. 10', 'b. 11', 'c. 12', 'd. 19', 'Berapakah hasil dari 18-6=...', 'a. 12', 'b. 13', 'c. 14', 'd. 15']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-I 
SD,1,Matematika untuk SD/MI Kelas I,Bab 7: Mengukur Panjang Benda,"['Membandingkan Panjang Benda secara Langsung', 'Mengukur dengan Satuan Tidak Baku', 'Mengurutkan Benda Berdasarkan Panjang']","Bab ini menjelaskan tentang konsep dasar pengukuran panjang, mulai dari membandingkan dua benda secara visual hingga menggunakan alat ukur sederhana yang ada di sekitar (satuan tidak baku).",['Mengukur panjang meja kelas menggunakan jengkal tangan atau membandingkan tinggi badan antar teman.'],"['Komparasi Langsung: Istilah lebih panjang, lebih pendek, paling tinggi.', 'Satuan Tidak Baku: Menggunakan jengkal, depa, langkah kaki, atau klip kertas untuk mengukur panjang.', 'Estimasi: Memperkirakan panjang suatu benda sebelum diukur.']","['Manakah benda yang biasanya lebih panjang dari pensil?', 'a. Penghapus', 'b. Penggaris kayu', 'c. Rautan', 'd. Klip kertas', 'Alat ukur tidak baku yang menggunakan telapak tangan disebut...', 'a. Langkah', 'b. Depa', 'c. Jengkal', 'd. Meter', 'Jika sapu A lebih panjang dari sapu B, maka sapu B ... dari sapu A.', 'a. Lebih tinggi', 'b. Lebih pendek', 'c. Sama panjang', 'd. Lebih lebar']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-I 
SD,1,Matematika untuk SD/MI Kelas I,Bab 8: Mengenal Diagram,"['Mengelompokkan Data', 'Membaca Diagram Gambar (Piktogram)', 'Menyajikan Data Sederhana']","Bab ini berfokus pada pengenalan dasar pengolahan data, yaitu kemampuan mengelompokkan benda berdasarkan kategori tertentu dan menyajikannya dalam bentuk gambar yang mudah dibaca.",['Mendata buah kesukaan teman sekelas dan menempelkan gambar buah tersebut di papan tulis sesuai jumlahnya.'],"['Klasifikasi: Menggolongkan benda berdasarkan warna, bentuk, atau jenis.', 'Piktogram: Memahami bahwa satu gambar mewakili satu benda dalam sebuah laporan visual.', 'Analisis Sederhana: Menentukan kategori mana yang paling banyak atau paling sedikit.']","['Dalam diagram buah, ada 5 gambar apel dan 2 gambar jeruk. Buah apa yang paling banyak?', 'a. Jeruk', 'b. Apel', 'c. Pisang', 'd. Mangga', 'Cara mengumpulkan data dengan menanyakan langsung disebut...', 'a. Wawancara', 'b. Menghitung', 'c. Menulis', 'd. Menggambar', 'Jika satu gambar bintang mewakili 1 bintang, maka 4 gambar bintang artinya ada ... bintang.', 'a. 1', 'b. 2', 'c. 3', 'd. 4']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-I 
SD,2,Matematika untuk SD/MI Kelas II,Bab 1: Ayo Membilang sampai dengan 50,"['Membilang Banyak Benda', 'Membaca dan Menulis Lambang Bilangan', 'Nilai Tempat dan Membandingkan Bilangan']","Bab ini berfokus pada penguatan fondasi bilangan hingga angka 50, mencakup cara membilang benda secara efisien, penulisan lambang bilangan, serta pemahaman nilai tempat puluhan dan satuan untuk membandingkan besaran angka.",['Menghitung jumlah buku di perpustakaan kelas atau mengelompokkan koleksi kelereng dalam kantong berisi 10 butir.'],"['Bilangan 21-50: Mengenal nama dan lambang bilangan di atas 20.', 'Nilai Tempat: Memahami posisi puluhan dan satuan (misal: 42 adalah 4 puluhan dan 2 satuan).', 'Perbandingan: Menggunakan istilah lebih dari, kurang dari, atau sama dengan untuk bilangan d']","[""Lambang bilangan dari 'tiga puluh tujuh' adalah..."", 'a. 30', 'b. 37', 'c. 73', 'd. 47', 'Pada bilangan 45, angka 4 menempati nilai tempat...', 'a. Satuan', 'b. Puluhan', 'c. Ratusan', 'd. Ribuan', 'Bilangan yang lebih besar dari 38 adalah...', 'a. 29', 'b. 35', 'c. 38', 'd. 41']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 2: Penjumlahan dan Pengurangan,"['Penjumlahan Bilangan Dua Angka', 'Pengurangan Bilangan Dua Angka', 'Soal Cerita Operasi Hitung']","Bab ini berfokus pada teknik penjumlahan dan pengurangan bilangan dua angka tanpa menyimpan atau meminjam, serta menerapkan operasi tersebut dalam menyelesaikan masalah praktis sehari-hari.",['Menghitung total uang saku setelah mendapat tambahan atau menghitung sisa barang dagangan di koperasi sekolah.'],"['Penjumlahan Bersusun: Teknik menjumlahkan satuan dengan satuan dan puluhan dengan puluhan.', 'Pengurangan Bersusun: Teknik mengurangkan bilangan dua angka secara vertikal.', 'Logika Soal Cerita: Mengidentifikasi kapan harus menambah atau mengurang berda']","['Hasil dari 23+15=...', 'a. 35', 'b. 38', 'c. 48', 'd. 50', 'Kakak punya 48 stiker, diberikan ke adik 12 stiker. Sisa stiker kakak adalah...', 'a. 36', 'b. 34', 'c. 26', 'd. 60', '30+...=45. Angka yang tepat untuk mengisi titik-titik adalah...', 'a. 10', 'b. 15', 'c. 20', 'd. 25']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 3: Bentuk Bangun,"['Mengenal Bangun Datar', 'Ciri-ciri Bangun Datar', 'Menyusun dan Mengurai Bangun Datar']","Bab ini berfokus pada pengenalan berbagai bentuk bangun datar seperti segitiga, segiempat, dan lingkaran, serta mempelajari ciri-cirinya berdasarkan jumlah sisi dan sudut.",['Membuat pola dekorasi dinding menggunakan potongan kertas berwarna yang berbentuk bangun datar berbeda.'],"['Jenis Bangun Datar: Mengenal segitiga, segiempat (persegi, persegi panjang), dan lingkaran.', 'Unsur Bangun: Menghitung jumlah sisi, sudut, dan titik sudut pada benda.', 'Kreativitas Geometri: Menggabungkan beberapa bangun datar untuk membentuk gambar b']","['Bangun datar yang memiliki 3 sisi dan 3 sudut disebut...', 'a. Segiempat', 'b. Segitiga', 'c. Lingkaran', 'd. Tabung', 'Benda yang memiliki bentuk dasar lingkaran adalah...', 'a. Papan tulis', 'b. Ubin', 'c. Roda sepeda', 'd. Buku', 'Jumlah titik sudut pada sebuah persegi adalah...', 'a. 2', 'b. 3', 'c. 4', 'd. 5']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 4: Posisi Benda dan Pola,"['Mengenal Posisi Benda', 'Pola Bilangan', 'Pola Gambar']","Bab ini menjelaskan tentang orientasi ruang (posisi) serta kemampuan mengidentifikasi dan melanjutkan pola berulang, baik dalam bentuk gambar maupun barisan bilangan.",['Mengatur barisan murid berdasarkan pola tinggi badan atau menyusun motif ubin lantai yang berulang.'],"['Kosa Kata Posisi: Depan, belakang, atas, bawah, kiri, kanan, di antara.', 'Pola Gambar: Menentukan gambar selanjutnya dalam suatu rangkaian yang berulang.', 'Pola Bilangan: Menemukan aturan loncat angka dalam barisan bilangan sederhana.']","['Jika polanya adalah: Apel, Jeruk, Apel, ..., maka buah selanjutnya adalah...', 'a. Pisang', 'b. Apel', 'c. Jeruk', 'd. Mangga', 'Bilangan selanjutnya dari pola 2, 4, 6, ... adalah...', 'a. 7', 'b. 8', 'c. 9', 'd. 10', 'Kucing berada di ... meja (gambar kucing di bawah meja).', 'a. Atas', 'b. Bawah', 'c. Samping', 'd. Dalam']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 5: Penjumlahan dan Pengurangan dengan Cara Simpan/Pinjam,"['Penjumlahan dengan Menyimpan', 'Pengurangan dengan Meminjam', 'Strategi Hitung Cepat']",Bab ini berfokus pada teknik lanjutan operasi hitung dua angka yang memerlukan proses 'menyimpan' pada penjumlahan dan 'meminjam' pada pengurangan untuk hasil hingga 100.,['Menghitung jumlah kembalian belanja saat membayar dengan uang pas yang nominalnya lebih besar.'],"['Teknik Menyimpan: Memindahkan 10 satuan menjadi 1 puluhan saat hasil jumlah satuan lebih dari 9.', 'Teknik Meminjam: Mengambil 1 puluhan dari kolom sebelah saat angka satuan yang dikurangi lebih kecil.', 'Pemecahan Masalah: Menggunakan teknik bersusun u']","['Hasil dari 27+14=...', 'a. 31', 'b. 41', 'c. 37', 'd. 47', 'Berapakah hasil dari 42-15=...', 'a. 27', 'b. 37', 'c. 33', 'd. 23', '35+28=...', 'a. 53', 'b. 63', 'c. 58', 'd. 68']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 6: Pengukuran,"['Mengukur Panjang (cm dan m)', 'Mengukur Berat (kg dan gr)', 'Mengukur Waktu']","Bab ini berfokus pada penggunaan alat ukur baku untuk panjang, berat, dan waktu, serta memahami satuan-satuan standar yang digunakan dalam kehidupan sehari-hari.",['Menimbang berat bahan kue menggunakan timbangan dapur atau mengukur panjang kain menggunakan meteran.'],"['Satuan Panjang: Mengenal penggaris (cm) dan meteran (m).', 'Satuan Berat: Mengenal timbangan dan satuan gram serta kilogram.', 'Membaca Jam: Mengenal jarum panjang dan pendek pada jam analog.']","['Satuan panjang yang digunakan pada penggaris adalah...', 'a. kg', 'b. cm', 'c. gr', 'd. liter', '1 meter sama dengan ... centimeter.', 'a. 10', 'b. 50', 'c. 100', 'd. 1000', 'Alat untuk mengukur berat benda adalah...', 'a. Penggaris', 'b. Jam', 'c. Timbangan', 'd. Meteran']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 7: Perkalian dan Pembagian,"['Konsep Perkalian (Penjumlahan Berulang)', 'Konsep Pembagian (Pengurangan Berulang)', 'Tabel Perkalian Dasar']",Bab ini berfokus pada pengenalan operasi perkalian sebagai penjumlahan yang berulang dan pembagian sebagai pengurangan berulang hingga habis (nol).,['Membagikan sejumlah kelereng secara merata kepada beberapa teman atau menghitung total roda pada 5 buah sepeda.'],"['Simbol Operasi: Mengenal tanda silang (x) dan titik dua (:).', 'Hubungan Operasi: Memahami bahwa pembagian adalah kebalikan dari perkalian.', 'Dasar Tabel: Menghafal perkalian dasar 1 sampai 5.']","['Bentuk penjumlahan berulang dari 3 x 4 adalah...', 'a. 3+3+3', 'b. 4+4+4', 'c. 3+4', 'd. 4+4+4+4', '10 : 2 artinya adalah...', 'a. 10 diambil 2 sebanyak 5 kali sampai habis', 'b. 10 ditambah 2', 'c. 10 dikali 2', 'd. 10 diambil 2 satu kali', 'Hasil dari 5 x 3=...', 'a. 8', 'b. 12', 'c. 15', 'd. 20']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,2,Matematika untuk SD/MI Kelas II,Bab 8: Pecahan Sederhana,"['Mengenal Pecahan (1/2, 1/3, 1/4)', 'Menulis Lambang Pecahan', 'Membagi Benda Utuh']","Bab ini menjelaskan konsep dasar pecahan sebagai bagian dari satu kesatuan yang utuh, yang dibagi menjadi beberapa bagian yang sama besar.","['Membagi sebuah pizza atau martabak menjadi dua, tiga, atau empat bagian yang sama besar untuk dimakan bersama teman.']","['Konsep Bagian: Memahami bahwa pecahan harus berasal dari pembagian yang adil/sama besar.', 'Notasi Pecahan: Mengenal pembilang (atas) dan penyebut (bawah).', 'Visualisasi: Mengarsir gambar lingkaran atau kotak untuk menunjukkan nilai pecahan.']","['Sebuah apel dipotong menjadi dua bagian sama besar. Satu bagian nilainya...', 'a. Seperempat', 'b. Setengah', 'c. Sepertiga', 'd. Satu', ""Lambang pecahan dari 'seperempat' adalah..."", 'a. 1/2', 'b. 1/3', 'c. 1/4', 'd. 4/1', 'Gambar kotak yang dibagi 3 dan diarsir satu bagian menunjukkan pecahan...', 'a. 1/2', 'b. 1/3', 'c. 1/4', 'd. 3/1']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-ii 
SD,3,Matematika untuk SD/MI Kelas III,Bab 1: Bilangan Cacah sampai 1.000,"['Membaca dan Menulis Bilangan Cacah', 'Menentukan Nilai Tempat', 'Membandingkan dan Mengurutkan Bilangan']","Bab ini berfokus pada pengembangan pemahaman siswa terhadap bilangan cacah hingga 1.000, mencakup cara membaca simbol angka yang lebih besar, menentukan posisi nilai tempat (ratusan, puluhan, satuan), serta melatih kemampuan logika dalam mengurutkan data angka.",['Menghitung jumlah halaman buku cerita yang tebal atau mendata jumlah kursi penonton di aula sekolah yang mencapai ratusan.'],"['Bilangan Ratusan: Mengenal angka dari 101 sampai 1.000.', 'Struktur Nilai Tempat: Memahami bahwa 789 terdiri dari 7 ratusan, 8 puluhan, dan 9 satuan.', 'Operasi Perbandingan: Menggunakan simbol<,>, atau=untuk menentukan hubungan antar dua bilangan r']","['Nama bilangan dari lambang 604 adalah...', 'a. Enam ratus empat puluh', 'b. Enam ratus empat', 'c. Enam puluh empat', 'd. Enam ratus empat belas', 'Angka 8 pada bilangan 825 menempati nilai tempat...', 'a. Satuan', 'b. Puluhan', 'c. Ratusan', 'd. Ribuan', 'Manakah pernyataan yang benar?', 'a. 456>465', 'b. 321<123', 'c. 789=789', 'd. 901<899']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-iii 
SD,3,Matematika untuk SD/MI Kelas III,Bab 2: Kalimat Matematika,"['Penjumlahan Bilangan Cacah', 'Pengurangan Bilangan Cacah', 'Hubungan Penjumlahan dan Pengurangan']","Bab ini menjelaskan tentang penyelesaian kalimat matematika yang melibatkan operasi penjumlahan dan pengurangan hingga angka 1.000, baik dengan teknik menyimpan/meminjam maupun menggunakan sifat-sifat operasi hitung.",['Menghitung total poin dalam sebuah permainan kelompok atau menghitung sisa stok barang di gudang sekolah setelah dibagikan.'],"['Penjumlahan Bersusun: Teknik menjumlahkan angka ratusan dengan metode simpan.', 'Pengurangan Bersusun: Teknik mengurangkan angka ratusan dengan metode pinjam.', 'Sifat Komutatif: Memahami bahwa urutan angka dalam penjumlahan tidak mengubah hasil (a+b']","['Hasil dari 345+218=...', 'a. 563', 'b. 553', 'c. 562', 'd. 463', 'Berapakah hasil dari 750-235?', 'a. 515', 'b. 525', 'c. 415', 'd. 615', 'Jika 120+80=200, maka 200-120=...', 'a. 70', 'b. 80', 'c. 90', 'd. 100']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-iii 
SD,3,Matematika untuk SD/MI Kelas III,Bab 3: Pengukuran Kurikulum,"['Satuan Panjang (km, m, cm)', 'Satuan Berat (kg, gr)', 'Satuan Waktu (Jam, Menit, Detik)']","Bab ini berfokus pada pendalaman konsep pengukuran menggunakan satuan baku internasional, melatih siswa melakukan konversi satuan sederhana, serta membaca alat ukur dengan tingkat ketelitian yang lebih tinggi.",['Mengukur jarak tempuh dari rumah ke sekolah dalam kilometer atau menimbang berat buah-buahan saat berbelanja di pasar swalayan.'],"['Konversi Panjang: Memahami bahwa 1 meter sama dengan 100 centimeter.', 'Konversi Berat: Memahami hubungan antara kilogram dan gram (1 kg=1.000 gr).', 'Durasi Waktu: Menghitung lama waktu suatu kegiatan berlangsung dalam satuan jam dan menit.']","['Jarak 2 km jika diubah ke dalam meter menjadi...', 'a. 20 m', 'b. 200 m', 'c. 2.000 m', 'd. 20.000 m', 'Ibu membeli 3 kg gula. Berat gula tersebut sama dengan ... gram.', 'a. 30 gr', 'b. 300 gr', 'c. 3.000 gr', 'd. 30.000 gr', 'Adik belajar mulai pukul 07.00 dan selesai pukul 09.00. Berapa lama adik belajar?', 'a. 1 jam', 'b. 2 jam', 'c. 3 jam', 'd. 4 jam']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-iii 
SD,3,Matematika untuk SD/MI Kelas III,Bab 4: Pecahan Sederhana,"['Mengenal Pecahan pada Benda Utuh', 'Pecahan pada Garis Bilangan', 'Membandingkan Pecahan Berpembilang Sama']","Bab ini berfokus pada perluasan konsep pecahan sebagai bagian dari keseluruhan yang sama besar, memperkenalkan cara penulisan pecahan (pembilang dan penyebut), serta cara memvisualisasikannya dalam garis bilangan.",['Membagi sebuah kue bolu menjadi 6 atau 8 bagian yang sama besar untuk dibagikan kepada teman-teman saat perayaan ulang tahun.'],"['Notasi Pecahan: Mengenal angka atas sebagai pembilang dan angka bawah sebagai penyebut.', 'Visualisasi Garis Bilangan: Menentukan letak titik 1/2 atau 1/4 pada sebuah garis horizontal.', 'Logika Perbandingan: Memahami bahwa 1/2 lebih besar daripada 1/4']","[""Lambang pecahan untuk 'satu per enam' adalah..."", 'a. 1/6', 'b. 6/1', 'c. 1-6', 'd. 6-1', 'Pada pecahan 3/4, angka 3 disebut sebagai...', 'a. Penyebut', 'b. Pembilang', 'c. Hasil bagi', 'd. Bilangan bulat', 'Ibu memotong roti menjadi 8 bagian. Ayah makan 3 bagian. Berapa bagian yang dimakan ayah dalam bentuk pecahan?', 'a. 1/8', 'b. 3/8', 'c. 5/8', 'd. 8/3']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-iii 
SD,3,Matematika untuk SD/MI Kelas III,Bab 5: Pengumpulan dan Penyajian Data,"['Cara Mengumpulkan Data', 'Tabel Frekuensi Sederhana', 'Diagram Batang Gambar']","Bab ini menjelaskan tentang dasar-dasar statistika sederhana, mulai dari teknik mengumpulkan informasi melalui pengamatan/tanya jawab hingga menyajikannya ke dalam bentuk tabel dan diagram yang komunikatif.",['Mencatat jenis ekstrakurikuler pilihan siswa satu kelas dan menampilkannya dalam diagram batang untuk melihat minat yang paling populer.'],"['Pengumpulan Data: Teknik wawancara singkat atau lembar isian (kuisioner).', 'Organisasi Data: Mengelompokkan data yang sama ke dalam tabel frekuensi.', 'Interpretasi Visual: Membaca informasi dari grafik batang atau gambar untuk mengambil kesimpulan sed']","['Jika tinggi batang pada diagram buah pisang mencapai angka 12, artinya jumlah siswa yang suka pisang adalah...', 'a. 2 siswa', 'b. 6 siswa', 'c. 10 siswa', 'd. 12 siswa', 'Data yang diperoleh dengan bertanya langsung disebut...', 'a. Observasi', 'b. Wawancara', 'c. Eksperimen', 'd. Menghitung', 'Alat yang digunakan untuk mencatat data agar tidak lupa dan rapi adalah...', 'a. Tabel', 'b. Penggaris', 'c. Jam dinding', 'd. Timbangan']",https://buku.kemendikdasmen.go.id/katalog/matematika-untuk-sdmi-kelas-iii 
SD,4,Matematika untuk SD/MI Kelas IV,Bab 1: Bilangan Cacah sampai 10.000,"['Membaca dan Menulis Bilangan Cacah', 'Menentukan Nilai Tempat', 'Membandingkan dan Mengurutkan Bilangan']","Bab ini memperkenalkan bilangan yang lebih besar hingga 10.000, memantapkan pemahaman nilai tempat dari satuan hingga ribuan, serta melatih kemahiran menganalisis perbandingan angka dalam skala ribuan.",['Menghitung jumlah penduduk di satu desa atau menentukan urutan harga barang-barang elektronik yang mencapai ribuan.'],"['Nilai Tempat Ribuan: Memahami posisi ribuan, ratusan, puluh, dan satuan.', 'Dekomposisi Bilangan: Menguraikan 8.432 menjadi 8.000+400+30+2.', 'Perbandingan: Menggunakan logik nilai tempat untuk menentukan bilangan yang lebih besar atau lebih kecil']","[""Lambang bilangan dari 'tujuh ribu empat ratus dua' adalah..."", 'a. 7.042', 'b. 7.402', 'c. 7.420', 'd. 7.004', 'Angka 5 pada bilangan 9.512 menempati nilai tempat...', 'a. Ribuan', 'b. Ratusan', 'c. Puluhan', 'd. Satuan', 'Bilangan yang paling kecil di bawah ini adalah...', 'a. 4.320', 'b. 4.230', 'c. 4.032', 'd. 4.203']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
SD,4,Matematika untuk SD/MI Kelas IV,Bab 2: Pecahan,"['Pecahan dengan Pembilang 1', 'Pecahan Senilai', 'Membandingkan Pecahan']","Bab ini mendalami konsep pecahan sebagai bahagian dari keseluruhan, memperkenalkan cara mencari pecahan yang nilainya sama (senilai), serta membandingkan dua pecahan menggunakan gambar atau garis bilangan.",['Membahagikan sehelai kertas kepada beberapa bahagian yang sama luas atau membahagi sebotol jus kepada beberapa gelas secara adil.'],"['Pecahan Senilai: Memahami bahawa 1/2 sama nilainya dengan 2/4 melalui ilustrasi gambar.', 'Penyederhanaan Pecahan: Mengecilkan nilai pecahan ke bentuk yang paling ringkas.', 'Garis Bilangan: Menentukan posisi pecahan di antara bilangan bulat 0 dan 1.']","['Pecahan yang senilai dengan 1/2 adalah...', 'a. 1/3', 'b. 2/4', 'c. 2/3', 'd. 1/4', 'Manakah tanda yang tepat untuk 1/4 ... 1/2?', 'a.>', 'b.<', 'c.=', 'd.+', 'Pecahan 3/6 jika disederhanakan menjadi...', 'a. 1/2', 'b. 1/3', 'c. 2/3', 'd. 1/4']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
SD,4,Matematika untuk SD/MI Kelas IV,Bab 3: Pola Gambar dan Pola Bilangan,"['Pola Gambar Membesar dan Mengecil', 'Pola Bilangan Menaik dan Menurun', 'Menentukan Suku Berikutnya']","Bab ini melatih kemampuan berfikir abstrak siswa dalam mengenal urutan yang berulang, baik dalam bentuk visual gambar mahupun barisan angka yang memiliki aturan tertentu.",['Menyusun susunan kerusi dalam barisan yang bertambah secara tetap atau meramal jumlah tabungan mingguan yang meningkat secara teratur.'],"['Pola Visual: Mengidentifikasi perubahan jumlah objek pada susunan gambar berikutnya.', 'Aturan Barisan: Mencari selisih atau penambahan tetap antara dua bilangan yang berdekatan.', 'Prediksi: Menentukan nilai atau gambar pada posisi yang jauh berdasarka']","['Perhatikan pola: 3, 6, 9, ... Bilangan selanjutnya adalah...', 'a. 10', 'b. 11', 'c. 12', 'd. 15', 'Jika pola gambar bertambah 2 bintang setiap tahap, maka tahap ke-4 dari pola 2, 4, 6 adalah...', 'a. 7 bintang', 'b. 8 bintang', 'c. 9 bintang', 'd. 10 bintang', 'Pola bilangan 20, 17, 14, ... merupakan pola bilangan...', 'a. Menaik', 'b. Menurun', 'c. Tetap', 'd. Acak']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
SD,4,Matematika untuk SD/MI Kelas IV,Bab 4: Pengukuran Luas dan Volume,"['Satuan Luas (cm2, m2)', 'Satuan Volume (ml, l)', 'Estimasi Luas dan Volume']",Bab ini memperkenalkan konsep luas sebagai jumlah satuan persegi yang menutupi permukaan dan volume sebagai jumlah muatan dalam sebuah ruang (bangun ruang).,['Mengukur luas permukaan meja menggunakan kertas petak atau menghitung kapasiti botol minuman dalam liter.'],"['Konsep Luas: Menggunakan petak-petak satuan untuk menghitung luas bangun datar tidak beraturan.', 'Satuan Baku: Mengenal sentimeter persegi dan meter persegi.', 'Kapasiti: Mengukur isi cecair dalam wadah menggunakan gelas ukur standar.']","['Satuan yang digunakan untuk mengukur luas adalah...', 'a. cm', 'b. cm2', 'c. kg', 'd. meter', 'Jika sebuah bangun ditutupi oleh 12 petak satuan, maka luasnya adalah...', 'a. 6 satuan', 'b. 10 satuan', 'c. 12 satuan', 'd. 24 satuan', '1 liter sama dengan ... mililiter (ml).', 'a. 10', 'b. 100', 'c. 1.000', 'd. 10.000']",https://buku.kemendikdasmen.go.id/katalog/Matematika-untuk-SDMI-Kelas-IV 
